probe,associate,associatecont,Meaning_R1,Meaning_BestGuess_R1,Meaning_R2,Meaning_BestGuess_R2,Comment_R1,Comment_R2,Agreement,CertainAgreement,CertainOrUncertainAgreement
cue,clue,,1,1,1,1,,,1,1,1
cue,hint,,1,1,1,1,,,1,1,1
cue,card,,1,1,1,1,,,1,1,1
cue,help,,1,1,1,1,,,1,1,1
cue,sign,,1,1,1,1,,,1,1,1
cue,stage,,1,1,1,1,,,1,1,1
cue,start,,1,1,1,1,,,1,1,1
cue,time,,1,1,1,1,,,1,1,1
cue,actor,,1,1,1,1,,,1,1,1
cue,play,,1,1,1,1,,,1,1,1
cue,go,,1,1,1,1,,,1,1,1
cue,speak,,1,1,1,1,,,1,1,1
cue,act,,1,1,1,1,,,1,1,1
cue,indicator,,1,1,1,1,,,1,1,1
cue,baby,,-,,1,1,Neither? Read as 'cute'?,,0,,0
cuff,hit,,2,2,2,2,,,1,1,1
cuff,pants,,1,1,1,1,,,1,1,1
cuff,fold,,1,1,1,1,,,1,1,1
cuff,jacket,,1,1,1,1,,,1,1,1
cuff,police,,1,1,1,1,,,1,1,1
cuff,handcuff,,1,1,1,1,,,1,1,1
cuff,cuff,link,1,1,1,1,,,1,1,1
cuff,cop,,1,1,1,1,,,1,1,1
cuff,jail,,1,1,1,1,,,1,1,1
cuff,shirt,,1,1,1,1,,,1,1,1
cuff,sleeve,,1,1,1,1,,,1,1,1
cuff,hand,,1,1,1,1,,,1,1,1
dam,hoover,,1,1,-,,,not sure of the association,0,,0
dam,mother,,2,2,2,2,,,1,1,1
dam,water,,1,1,1,1,,,1,1,1
dam,dike,,1,1,1,1,,,1,1,1
dam,wall,,1,1,1,1,,,1,1,1
dam,block,,1,1,1,1,,,1,1,1
dam,bridge,,1,1,1,1,,,1,1,1
dam,mud,,1,1,1,1,,,1,1,1
dam,beaver,,1,1,1,1,,,1,1,1
dam,river,,1,1,1,1,,,1,1,1
dam,you,,?2,2,-,,Misspelling of 'ewe'? Or reading 'dam' as 'damn'...,no association?,0,,0
dent,teeth,,2,2,2,2,,,1,1,1
dent,crash,,1,1,1,1,,,1,1,1
dent,mark,,1,1,1,1,,,1,1,1
dent,ding,,1,1,1,1,,,1,1,1
dent,fender,,1,1,1,1,,,1,1,1
dent,indent,,1,1,1,1,,,1,1,1
dent,hit,,1,1,1,1,,,1,1,1
dent,damage,,1,1,1,1,,,1,1,1
dent,hole,,1,1,1,1,,,1,1,1
dent,bang,,1,1,1,1,,,1,1,1
dent,whole,,1,1,1,1,,,1,1,1
dent,broke,,1,1,1,1,,,1,1,1
dent,bumper,,1,1,1,1,,,1,1,1
dent,car,,1,1,1,1,,,1,1,1
dent,bend,,1,1,1,1,,,1,1,1
dent,accident,,1,1,1,1,,,1,1,1
dent,scratch,,1,1,1,1,,,1,1,1
dent,crush,,1,1,1,1,,,1,1,1
desert,leave,,2,2,1,1,,,0,,0
desert,oasis,,1,1,1,1,,,1,1,1
desert,island,,1,1,1,1,,,1,1,1
desert,sand,,1,1,1,1,,,1,1,1
desert,dry,,1,1,1,1,,,1,1,1
desert,hot,,1,1,1,1,,,1,1,1
desert,cactus,,1,1,1,1,,,1,1,1
desert,barren,,1,1,1,1,,,1,1,1
diet,nutrition,,1,1,1,1,,,1,1,1
diet,slimfast,,1,1,1,1,,"not sure what slimfast is, sounds like something that has to do with dieting",1,1,1
diet,fat,,1,1,1,1,,,1,1,1
diet,hard,,1,1,1,1,,,1,1,1
diet,exercise,,1,1,1,1,,,1,1,1
diet,always,,1,1,1,1,,,1,1,1
diet,binge,,1,1,1,1,,,1,1,1
diet,thin,,1,1,1,1,,,1,1,1
diet,pill,,1,1,1,1,,,1,1,1
diet,skinny,,1,1,1,1,,,1,1,1
diet,coke,,1,1,1,1,,,1,1,1
diet,eat,,1,1,1,1,,,1,1,1
diet,weight,,1,1,1,1,,,1,1,1
diet,soda,,1,1,1,1,,,1,1,1
diet,food,,1,1,1,1,,,1,1,1
diet,hungry,,1,1,1,1,,,1,1,1
dock,pier,,1,1,1,1,,,1,1,1
dock,wood,,1,1,1,1,,,1,1,1
dock,boat,,1,1,1,1,,,1,1,1
dock,port,,1,1,1,1,,,1,1,1
dock,ship,,1,1,1,1,,,1,1,1
dock,water,,1,1,1,1,,,1,1,1
dock,lake,,1,1,1,1,,,1,1,1
dock,fishing,,1,1,1,1,,,1,1,1
dock,wharf,,1,1,1,1,,,1,1,1
dock,bay,,1,1,1,1,,,1,1,1
dove,beauty,,?1,1,1,1,Neither bc name of company? Technically has bird as logo but I don't think that's what people mean...,,0,,1
dove,bar,,?1,1,-,,Neither bc name of company? Technically has bird as logo but I don't think that's what people mean...,association unclear?,0,,0
dove,soap,,?1,1,-,,Neither bc name of company? Technically has bird as logo but I don't think that's what people mean...,no def. for the brand,0,,0
dove,dive,,2,2,2,2,,,1,1,1
dove,feather,,1,1,1,1,,,1,1,1
dove,fly,,1,1,1,1,,,1,1,1
dove,tail,,1,1,1,1,,,1,1,1
dove,white,,1,1,1,1,,,1,1,1
dove,bird,,1,1,1,1,,,1,1,1
dove,peace,,1,1,1,1,,,1,1,1
dove,pigeon,,1,1,1,1,,,1,1,1
dresser,mirror,,2,2,2,2,,,1,1,1
dresser,cabinet,,2,2,2,2,,,1,1,1
dresser,closet,,2,2,2,2,,,1,1,1
dresser,drawer,,2,2,2,2,,,1,1,1
dresser,clothes,,2,2,2,2,Could also be 1 though,,1,1,1
dresser,desk,,2,2,2,2,,,1,1,1
dresser,furniture,,2,2,2,2,,,1,1,1
dresser,wood,,2,2,2,2,,,1,1,1
dresser,bureau,,2,2,2,2,,,1,1,1
dresser,bed,,2,2,2,2,,,1,1,1
dresser,table,,2,2,2,2,,,1,1,1
dresser,chest,,2,2,2,2,,,1,1,1
dresser,armoire,,2,2,2,2,,,1,1,1
dresser,wardrobe,,2,2,2,2,,,1,1,1
drill,tool,,1,1,1,1,,,1,1,1
drill,work,,1,1,1,1,,,1,1,1
drill,sergeant,,1,1,1,1,,,1,1,1
drill,team,,1,1,1,1,,,1,1,1
drill,noise,,1,1,1,1,,,1,1,1
drill,teeth,,1,1,1,1,,,1,1,1
drill,practice,,1,1,1,1,,,1,1,1
drill,oil,,1,1,1,1,,,1,1,1
drill,hard,,1,1,1,1,,,1,1,1
drill,dentist,,1,1,1,1,,,1,1,1
drill,question,,1,1,1,1,,,1,1,1
drill,band,,1,1,1,1,,,1,1,1
drill,hole,,1,1,1,1,,,1,1,1
drill,bit,,1,1,1,1,,,1,1,1
drill,loud,,1,1,1,1,,,1,1,1
drill,wood,,1,1,1,1,,,1,1,1
drill,fire,,1,1,1,1,,,1,1,1
drill,machine,,1,1,1,1,,,1,1,1
drill,construction,,1,1,1,1,,,1,1,1
drove,bees,,2,2,2,2,,,1,1,1
drove,cattle,,2,2,2,2,,,1,1,1
drove,bunch,,2,2,2,2,,,1,1,1
drove,herd,,2,2,2,2,,,1,1,1
drove,fast,,1,1,1,1,This group is tricky because the two meanings are quite similar/both use word 'drive',,1,1,1
drove,ride,,1,1,1,1,,,1,1,1
drove,drive,,1,1,1,1,,,1,1,1
drove,home,,1,1,1,1,,,1,1,1
drove,far,,1,1,1,1,,,1,1,1
drove,car,,1,1,1,1,,,1,1,1
drove,travel,,1,1,1,1,,,1,1,1
duck,water,,1,1,1,1,Or 2?,,1,1,1
duck,animal,,1,1,1,1,,,1,1,1
duck,bird,,1,1,1,1,,,1,1,1
duck,bill,,1,1,1,1,,,1,1,1
duck,goose,,1,1,1,1,,,1,1,1
duck,ducklings,,1,1,1,1,,,1,1,1
duck,swim,,1,1,1,1,,,1,1,1
duck,swan,,1,1,1,1,,,1,1,1
duck,soup,,1,1,1,1,,,1,1,1
duck,quack,,1,1,1,1,,,1,1,1
duck,webbed,,1,1,1,1,,,1,1,1
duck,shoot,,1,1,1,1,,,1,1,1
duck,pond,,1,1,1,1,,,1,1,1
duck,donald,,1,1,1,1,,the cartoon character?,1,1,1
duck,hunt,,1,1,1,1,,the game?,1,1,1
duck,chicken,,1,1,1,1,,,1,1,1
ear,eye,,1,1,1,1,,,1,1,1
ear,head,,1,1,1,1,,,1,1,1
ear,sound,,1,1,1,1,,,1,1,1
ear,phone,,1,1,1,1,,,1,1,1
ear,ache,,1,1,1,1,,,1,1,1
ear,infection,,1,1,1,1,,,1,1,1
ear,pierce,,1,1,1,1,,,1,1,1
ear,wax,,1,1,1,1,,,1,1,1
ear,drum,,1,1,1,1,,,1,1,1
ear,lobe,,1,1,1,1,,,1,1,1
ear,listen,,1,1,1,1,,,1,1,1
ear,hear,,1,1,1,1,,,1,1,1
ear,nose,,1,1,1,1,,,1,1,1
ear,earring,,1,1,1,1,,,1,1,1
egg,yellow,,1,1,1,1,,,1,1,1
egg,eat,,1,1,1,1,,,1,1,1
egg,dozen,,1,1,1,1,,,1,1,1
egg,yolk,,1,1,1,1,,,1,1,1
egg,beater,,1,1,1,1,,,1,1,1
egg,white,,1,1,1,1,,,1,1,1
egg,breakfast,,1,1,1,1,,,1,1,1
egg,break,,1,1,1,1,,,1,1,1
egg,crack,,1,1,1,1,,,1,1,1
egg,hen,,1,1,1,1,,,1,1,1
egg,nog,,1,1,1,1,,,1,1,1
egg,chicken,,1,1,1,1,,,1,1,1
egg,fry,,1,1,1,1,,,1,1,1
egg,bacon,,1,1,1,1,,,1,1,1
egg,milk,,1,1,1,1,,,1,1,1
egg,ham,,1,1,1,1,,,1,1,1
egg,scramble,,1,1,1,1,,,1,1,1
egg,omelet,,1,1,1,1,,,1,1,1
egg,shell,,1,1,1,1,,,1,1,1
egg,toast,,1,1,1,1,,,1,1,1
entrance,leave,,1,1,1,1,,,1,1,1
entrance,exit,,1,1,1,1,,,1,1,1
entrance,enter,,1,1,1,1,,,1,1,1
entrance,front,,1,1,1,1,,,1,1,1
entrance,opening,,1,1,1,1,,,1,1,1
entrance,doorway,,1,1,1,1,,,1,1,1
entrance,door,,1,1,1,1,,,1,1,1
entrance,in,,1,1,1,1,,,1,1,1
fair,ride,,?1,1,2,2,association unclear,,0,,0
fair,february,,2,2,1,1,,,0,,0
fair,circus,,1,1,2,2,,,0,,0
fair,games,,1,1,2,2,,,0,,0
fair,fun,,2,2,2,2,,,1,1,1
fair,ferris,wheel,2,2,2,2,,,1,1,1
fair,carnival,,2,2,2,2,,,1,1,1
fair,skin,,1,1,1,1,,,1,1,1
fair,win,,1,1,1,1,,,1,1,1
fair,just,,1,1,1,1,,,1,1,1
fair,poor,,1,1,1,1,,,1,1,1
fair,fight,,1,1,1,1,,,1,1,1
fair,easy,,1,1,1,1,,,1,1,1
fair,equal,,1,1,1,1,,,1,1,1
fair,okay,,1,1,1,1,,,1,1,1
fair,honest,,1,1,1,1,,,1,1,1
fair,pale,,1,1,1,1,,,1,1,1
fair,wrong,,1,1,1,1,,,1,1,1
fair,right,,1,1,1,1,,,1,1,1
fair,dark,,1,1,1,1,,,1,1,1
fair,even,,1,1,1,1,,,1,1,1
fair,light,,1,1,1,1,,,1,1,1
fair,good,,1,1,1,1,,,1,1,1
fair,unfair,,1,1,1,1,,,1,1,1
fair,average,,1,1,1,1,,,1,1,1
fan,football,,2,2,2,2,,,1,1,1
fan,crowd,,2,2,2,2,,,1,1,1
fan,cheer,,2,2,2,2,,,1,1,1
fan,star,,2,2,2,2,,,1,1,1
fan,club,,2,2,2,2,,,1,1,1
fan,sport,,2,2,2,2,,,1,1,1
fan,baseball,,2,2,2,2,,,1,1,1
fan,cool,,1,1,1,1,,,1,1,1
fan,blow,,1,1,1,1,,,1,1,1
fan,wind,,1,1,1,1,,,1,1,1
fan,cold,,1,1,1,1,,,1,1,1
fan,blade,,1,1,1,1,,,1,1,1
fan,hot,,1,1,1,1,,,1,1,1
fan,ceiling,,1,1,1,1,,,1,1,1
fan,electric,,1,1,1,1,,,1,1,1
fan,air,,1,1,1,1,,,1,1,1
fan,breeze,,1,1,1,1,,,1,1,1
fell,stand,,?1,1,1,1,association not very clear,,0,,1
fell,tree,,2,2,1,1,,,0,,0
fell,jump,,1,1,1,1,,,1,1,1
fell,stumble,,1,1,1,1,,,1,1,1
fell,down,,1,1,1,1,,,1,1,1
fell,ground,,1,1,1,1,,,1,1,1
fell,hurt,,1,1,1,1,,,1,1,1
fell,drop,,1,1,1,1,,,1,1,1
fell,wall,,1,1,1,1,,,1,1,1
fell,rise,,1,1,1,1,rise = opposite of fall?,,1,1,1
fell,pain,,1,1,1,1,,,1,1,1
fell,topple,,1,1,1,1,,,1,1,1
fell,slip,,1,1,1,1,,,1,1,1
fell,tumble,,1,1,1,1,,,1,1,1
fell,fall,,1,1,1,1,,,1,1,1
fell,trip,,1,1,1,1,,,1,1,1
fell,well,,-,,1,1,association not very clear,,0,,0
fell,broke,,?3,3,1,1,,,0,,0
file,nail,,2,2,2,2,,,1,1,1
file,organize,,1,1,1,1,,,1,1,1
file,desk,,1,1,1,1,,,1,1,1
file,keep,,1,1,1,1,,,1,1,1
file,cabinet,,1,1,1,1,,,1,1,1
file,store,,1,1,1,1,,,1,1,1
file,list,,1,1,1,1,,,1,1,1
file,paper,,1,1,1,1,,,1,1,1
file,document,,1,1,1,1,,,1,1,1
file,information,,1,1,1,1,,,1,1,1
file,work,,1,1,1,1,,,1,1,1
file,folder,,1,1,1,1,,,1,1,1
file,place,,1,1,1,1,,,1,1,1
file,drawer,,1,1,1,1,,,1,1,1
file,record,,1,1,1,1,,,1,1,1
file,secretary,,1,1,1,1,,,1,1,1
firm,strong,,?1,1,1,1,both definition 1 and 2 seem to fit,,0,,1
firm,weak,,2,2,1,1,,,0,,0
firm,law,,1,1,2,2,,,0,,0
firm,business,,2,2,2,2,,,1,1,1
firm,lawyer,,2,2,2,2,,,1,1,1
firm,company,,2,2,2,2,,,1,1,1
firm,solid,,1,1,1,1,,,1,1,1
firm,tight,,1,1,1,1,,,1,1,1
firm,stiff,,1,1,1,1,,,1,1,1
firm,belief,,1,1,1,1,,,1,1,1
firm,breasts,,1,1,1,1,,,1,1,1
firm,stand,,1,1,1,1,,,1,1,1
firm,grip,,1,1,1,1,,,1,1,1
firm,soft,,1,1,1,1,,,1,1,1
firm,muscle,,1,1,1,1,,,1,1,1
firm,loose,,1,1,1,1,,,1,1,1
firm,tough,,1,1,1,1,,,1,1,1
firm,hard,,1,1,1,1,,,1,1,1
firm,legs,,1,1,1,1,,,1,1,1
firm,book,,?2,2,1,1,,,0,,0
fit,tantrum,,2,2,2,2,,,1,1,1
fit,shape,,1,1,1,1,,,1,1,1
fit,thin,,1,1,1,1,,,1,1,1
fit,clothes,,1,1,1,1,,,1,1,1
fit,physical,,1,1,1,1,,,1,1,1
fit,size,,1,1,1,1,,,1,1,1
fit,wear,,1,1,1,1,,,1,1,1
fit,trim,,1,1,1,1,,,1,1,1
fit,perfect,,1,1,1,1,,,1,1,1
fit,shoe,,1,1,1,1,,,1,1,1
fit,place,,1,1,1,1,,,1,1,1
fit,tight,,1,1,1,1,,,1,1,1
fit,physically,,1,1,1,1,,,1,1,1
fit,health,,1,1,1,1,,,1,1,1
fit,snug,,1,1,1,1,,,1,1,1
fit,healthy,,1,1,1,1,,,1,1,1
fit,fiddle,,1,1,1,1,fit as a fiddle,,1,1,1
fit,together,,1,1,1,1,,,1,1,1
fit,match,,1,1,1,1,,,1,1,1
fit,exercise,,1,1,1,1,,,1,1,1
fit,strong,,1,1,1,1,,,1,1,1
flag,salute,,1,1,1,1,,,1,1,1
flag,pole,,1,1,1,1,,,1,1,1
flag,patriotic,,1,1,1,1,,,1,1,1
flag,fly,,1,1,1,1,,,1,1,1
flag,american,,1,1,1,1,,,1,1,1
flag,country,,1,1,1,1,,,1,1,1
flag,red white blue,,1,1,1,1,,,1,1,1
flag,wave,,1,1,1,1,,,1,1,1
flag,stripe,,1,1,1,1,,,1,1,1
flag,ship,,1,1,1,1,,,1,1,1
flag,symbol,,1,1,1,1,,,1,1,1
flag,star,,1,1,1,1,,,1,1,1
flat,rough,,?1,1,1,1,,,0,,1
flat,skinny,,?1,1,1,1,,,0,,1
flat,big,,2,2,1,1,,,0,,0
flat,apartment,,2,2,2,2,,,1,1,1
flat,chest,,1,1,1,1,,,1,1,1
flat,even,,1,1,1,1,,,1,1,1
flat,top,,1,1,1,1,,,1,1,1
flat,hill,,1,1,1,1,,,1,1,1
flat,smooth,,1,1,1,1,,,1,1,1
flat,straight,,1,1,1,1,,,1,1,1
flat,tire,,1,1,1,1,,,1,1,1
flat,square,,1,1,1,1,,,1,1,1
flat,bumpy,,1,1,1,1,,,1,1,1
flat,pancakes,,1,1,1,1,,,1,1,1
flat,level,,1,1,1,1,,,1,1,1
flat,plane,,1,1,1,1,,,1,1,1
flat,round,,1,1,1,1,,,1,1,1
flat,surface,,1,1,1,1,,,1,1,1
flat,land,,1,1,1,1,,,1,1,1
fleet,leave,,2,2,2,2,,,1,1,1
fleet,run,,2,2,2,2,,,1,1,1
fleet,enema,,2,2,2,2,,,1,1,1
fleet,feet,,2,2,2,2,,,1,1,1
fleet,fast,,2,2,2,2,,,1,1,1
fleet,cars,,1,1,1,1,,,1,1,1
fleet,group,,1,1,1,1,,,1,1,1
fleet,army,,1,1,1,1,,,1,1,1
fleet,navy,,1,1,1,1,,,1,1,1
fleet,armada,,1,1,1,1,Spanish armada,,1,1,1
fleet,truck,,1,1,1,1,,,1,1,1
fleet,many,,1,1,1,1,,,1,1,1
fleet,boats,,1,1,1,1,,,1,1,1
fleet,ships,,1,1,1,1,,,1,1,1
flight,fight,,2,2,2,2,,,1,1,1
flight,aviation,,1,1,1,1,,,1,1,1
flight,fly,,1,1,1,1,,,1,1,1
flight,airplane,,1,1,1,1,,,1,1,1
flight,travel,,1,1,1,1,,,1,1,1
flight,fancy,,1,1,1,1,,,1,1,1
flight,stair,,1,1,1,1,,,1,1,1
flight,trip,,1,1,1,1,,,1,1,1
flight,bird,,1,1,1,1,,,1,1,1
flip,top,,?1,1,1,1,,,0,,1
flip,dolphin,,1,1,1,1,,,1,1,1
flip,out,,1,1,1,1,"angry, emotion",,1,1,1
flip,jump,,1,1,1,1,,,1,1,1
flip,flop,,1,1,1,1,,,1,1,1
flip,acrobatics,,1,1,1,1,,,1,1,1
flip,reverse,,1,1,1,1,,,1,1,1
flip,through,,1,1,1,1,,,1,1,1
flip,over,,1,1,1,1,,,1,1,1
flip,coin,,1,1,1,1,,,1,1,1
flip,toss,,1,1,1,1,,,1,1,1
flip,somersault,,1,1,1,1,,,1,1,1
flip,pancakes,,1,1,1,1,,,1,1,1
flip,turn,,1,1,1,1,,,1,1,1
flip,bird,,1,1,1,1,,,1,1,1
flip,hair,,1,1,1,1,,,1,1,1
flip,side,,1,1,1,1,,,1,1,1
flip,gymnastics,,1,1,1,1,,,1,1,1
flip,hamburgers,,1,1,1,1,,,1,1,1
flip,flap,,1,1,1,1,,,1,1,1
flip,wilson,,-,,-,,Flip Wilson - a person,,0,,1
flush,fever,,2,2,1,1,,,0,,0
flush,red,,2,2,1,1,,,0,,0
flush,hot,,2,2,1,1,,,0,,0
flush,cards,,4,4,4,4,,,1,1,1
flush,poker,,4,4,4,4,,,1,1,1
flush,water,,1,1,1,1,,,1,1,1
flush,blush,,1,1,1,1,,,1,1,1
flush,drain,,1,1,1,1,,,1,1,1
flush,down,,1,1,1,1,,,1,1,1
flush,soft,,1,1,1,1,,,1,1,1
flush,rinse,,1,1,1,1,,,1,1,1
flush,toilet,,1,1,1,1,,,1,1,1
flush,embarrass,,1,1,1,1,,,1,1,1
flush,commode,,1,1,1,1,,,1,1,1
flush,cleanse,,1,1,1,1,,,1,1,1
flush,clean,,1,1,1,1,,,1,1,1
fly,wings,,2,2,1,1,,,0,,0
fly,annoying,,1,1,2,2,,,0,,0
fly,dirty,,1,1,2,2,,,0,,0
fly,roach,,2,2,2,2,,,1,1,1
fly,bug,,2,2,2,2,,,1,1,1
fly,swatter,,2,2,2,2,,,1,1,1
fly,pest,,2,2,2,2,,,1,1,1
fly,mosquito,,2,2,2,2,,,1,1,1
fly,insect,,2,2,2,2,,,1,1,1
fly,wall,,2,2,2,2,a fly on the wall?,,1,1,1
fly,small,,2,2,2,2,,,1,1,1
fly,paper,,1,1,1,1,,,1,1,1
fly,soar,,1,1,1,1,,,1,1,1
fly,airplane,,1,1,1,1,,,1,1,1
fly,away,,1,1,1,1,,,1,1,1
fly,bird,,1,1,1,1,,,1,1,1
fly,swim,,1,1,1,1,,,1,1,1
fly,picnic,,1,1,1,1,,,1,1,1
fly,soup,,?2,2,2,2,,,0,,1
foil,again,,2,2,1,1,,,0,,0
foil,potato,,2,2,2,2,,,1,1,1
foil,coil,,2,2,2,2,,,1,1,1
foil,silver,,2,2,2,2,,,1,1,1
foil,cover,,2,2,2,2,,,1,1,1
foil,wrap,,2,2,2,2,,,1,1,1
foil,food,,2,2,2,2,,,1,1,1
foil,tin,,2,2,2,2,,,1,1,1
foil,aluminum,,2,2,2,2,,,1,1,1
foil,metal,,2,2,2,2,,,1,1,1
foil,paper,,2,2,2,2,,,1,1,1
foil,reynolds,,?2,2,1,1,Reynolds foil - a brand of tin foil?,,0,,0
fold,open,,1,1,1,1,,,1,1,1
fold,half,,1,1,1,1,,,1,1,1
fold,tear,,1,1,1,1,,,1,1,1
fold,note,,1,1,1,1,,,1,1,1
fold,folder,,1,1,1,1,,,1,1,1
fold,laundry,,1,1,1,1,,,1,1,1
fold,cut,,1,1,1,1,,,1,1,1
fold,clothes,,1,1,1,1,,,1,1,1
fold,envelope,,1,1,1,1,,,1,1,1
fold,paper,,1,1,1,1,,,1,1,1
fold,crease,,1,1,1,1,,,1,1,1
fold,close,,1,1,1,1,,,1,1,1
fold,unfold,,1,1,1,1,,,1,1,1
fold,letter,,1,1,1,1,,,1,1,1
fold,crumple,,1,1,1,1,,,1,1,1
fold,dotted,,1,1,1,1,,,1,1,1
fold,rip,,1,1,1,1,,,1,1,1
fold,towels,,1,1,1,1,,,1,1,1
fold,bend,,1,1,1,1,,,1,1,1
frail,weak,,1,1,1,1,,,1,1,1
frail,delicate,,1,1,1,1,,,1,1,1
frail,skinny,,1,1,1,1,,,1,1,1
frail,small,,1,1,1,1,,,1,1,1
frail,thin,,1,1,1,1,,,1,1,1
frail,strong,,1,1,1,1,,,1,1,1
frail,gentle,,1,1,1,1,,,1,1,1
frail,grandma,,1,1,1,1,,,1,1,1
frail,fragile,,1,1,1,1,,,1,1,1
frail,brittle,,1,1,1,1,,,1,1,1
frail,sturdy,,1,1,1,1,,,1,1,1
frail,little,,1,1,1,1,,,1,1,1
frail,breakable,,1,1,1,1,,,1,1,1
frail,old,,1,1,1,1,,,1,1,1
frail,tiny,,1,1,1,1,,,1,1,1
freak,nut,,1,1,1,1,,,1,1,1
freak,idiot,,1,1,1,1,,,1,1,1
freak,strange,,1,1,1,1,,,1,1,1
freak,crazy,,1,1,1,1,,,1,1,1
freak,accident,,1,1,1,1,,,1,1,1
freak,weird,,1,1,1,1,,,1,1,1
freak,out,,1,1,1,1,,,1,1,1
freak,outcast,,1,1,1,1,,,1,1,1
freak,show,,1,1,1,1,,,1,1,1
freak,scary,,1,1,1,1,,,1,1,1
freak,funny,,1,1,1,1,,,1,1,1
freak,odd,,1,1,1,1,,,1,1,1
freak,nature,,1,1,1,1,freak (of) nature?,,1,1,1
freak,fear,,1,1,1,1,,,1,1,1
freak,monster,,1,1,1,1,,,1,1,1
freak,nerd,,1,1,1,1,,,1,1,1
freak,panic,,1,1,1,1,,,1,1,1
frog,ugly,,?1,1,1,1,Disney frog prince?,,0,,1
frog,fly,,?1,1,1,1,,,0,,1
frog,green,,1,1,1,1,,,1,1,1
frog,water,,1,1,1,1,,,1,1,1
frog,amphibian,,1,1,1,1,,,1,1,1
frog,leap,,1,1,1,1,,,1,1,1
frog,gross,,1,1,1,1,,,1,1,1
frog,animal,,1,1,1,1,,,1,1,1
frog,wart,,1,1,1,1,,,1,1,1
frog,lizard,,1,1,1,1,,,1,1,1
frog,legs,,1,1,1,1,,,1,1,1
frog,lily,,1,1,1,1,,,1,1,1
frog,slimy,,1,1,1,1,,,1,1,1
frog,pond,,1,1,1,1,,,1,1,1
frog,hop,,1,1,1,1,,,1,1,1
frog,toad,,1,1,1,1,,,1,1,1
frog,jump,,1,1,1,1,,,1,1,1
frog,tadpole,,1,1,1,1,,,1,1,1
frog,rabbit,,-,,1,1,association not very clear?,,0,,0
frog,prince,,-,,1,1,Frog Prince - Disney?,,0,,0
fry,fish,,?1,1,2,2,seems like both meaning work,,0,,0
fry,boil,,1,1,1,1,,,1,1,1
fry,stir,,1,1,1,1,,,1,1,1
fry,fat,,1,1,1,1,,,1,1,1
fry,bake,,1,1,1,1,,,1,1,1
fry,bacon,,1,1,1,1,,,1,1,1
fry,heat,,1,1,1,1,,,1,1,1
fry,fries,,1,1,1,1,,,1,1,1
fry,chicken,,1,1,1,1,,,1,1,1
fry,meat,,1,1,1,1,,,1,1,1
fry,grease,,1,1,1,1,,,1,1,1
fry,food,,1,1,1,1,,,1,1,1
fry,pan,,1,1,1,1,,,1,1,1
fry,egg,,1,1,1,1,,,1,1,1
fry,broil,,1,1,1,1,,,1,1,1
fry,burn,,1,1,1,1,,,1,1,1
fry,potato,,1,1,1,1,,,1,1,1
fry,cook,,1,1,1,1,,,1,1,1
fudge,rich,,?1,1,1,1,rich as in the flavour?,,0,,1
fudge,calories,,1,1,1,1,,,1,1,1
fudge,chocolate,,1,1,1,1,,,1,1,1
fudge,sweet,,1,1,1,1,,,1,1,1
fudge,fat,,1,1,1,1,,,1,1,1
fudge,sick,,1,1,1,1,,,1,1,1
fudge,brownie,,1,1,1,1,,,1,1,1
fudge,good,,1,1,1,1,,,1,1,1
fudge,candy,,1,1,1,1,,,1,1,1
fudge,ice,cream,1,1,1,1,,,1,1,1
fudge,brown,,1,1,1,1,,,1,1,1
gag,joke,,2,2,2,2,,,1,1,1
gag,funny,,2,2,2,2,,,1,1,1
gag,laugh,,2,2,2,2,,,1,1,1
gag,prank,,2,2,2,2,,,1,1,1
gag,silence,,1,1,1,1,,,1,1,1
gag,spoon,,1,1,1,1,,,1,1,1
gag,kill,,1,1,1,1,,,1,1,1
gag,throw,up,1,1,1,1,,,1,1,1
gag,tie,,1,1,1,1,,,1,1,1
gag,choke,,1,1,1,1,,,1,1,1
gag,puke,,1,1,1,1,,,1,1,1
gag,mouth,,1,1,1,1,,,1,1,1
gag,stop,,1,1,1,1,,,1,1,1
gag,barf,,1,1,1,1,,,1,1,1
gag,vomit,,1,1,1,1,,,1,1,1
gag,gross,,1,1,1,1,,,1,1,1
gag,gift,,2,2,?2,2,,,0,,1
gang,bang,,1,1,1,1,,,1,1,1
gang,violent,,1,1,1,1,,,1,1,1
gang,group,,1,1,1,1,,,1,1,1
gang,member,,1,1,1,1,,,1,1,1
gang,people,,1,1,1,1,,,1,1,1
gang,los,angeles,1,1,1,1,,,1,1,1
gang,chain,,1,1,1,1,,,1,1,1
gang,friend,,1,1,1,1,,,1,1,1
gang,rape,,1,1,1,1,,,1,1,1
gang,knife,,1,1,1,1,,,1,1,1
gang,trouble,,1,1,1,1,,,1,1,1
gang,stupid,,1,1,1,1,,,1,1,1
gang,fight,,1,1,1,1,,,1,1,1
gang,war,,1,1,1,1,,,1,1,1
gang,street,,1,1,1,1,,,1,1,1
gang,mob,,1,1,1,1,,,1,1,1
gang,gun,,1,1,1,1,,,1,1,1
gang,guys,,1,1,1,1,,,1,1,1
gin,rummy,,3,3,3,3,,,1,1,1
gin,wine,,1,1,1,1,,,1,1,1
gin,tonic,,1,1,1,1,,,1,1,1
gin,drunk,,1,1,1,1,,,1,1,1
gin,ale,,1,1,1,1,,,1,1,1
gin,alcohol,,1,1,1,1,,,1,1,1
