SortedOrder,probe,associate,associate (continued),R1,R1,R2,R3,Screened_for_Analysis_seeTab2,Meaning_R1,Meaning_BestGuess_R1,R2,Meaning_R2,Meaning_BestGuess_R2,R3,Meaning_R3,Meaning_BestGuess_R3,Comment_R1,Comment_R2,Comment_R3,Integrated_Comments_By_CR,R1_R2_R3_CertainAgreement,R1_R2_R3_Certain_orUndertainAgreement,DominantMeaning_Certain_or_Guess,
2893,pink,eye,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2894,pink,flamingo,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2895,pink,flowers,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2896,pink,floyd,,rs,rs,kt,SD,,-,-,kt,-,-,SD,-,-,,"Proper noun, remove",,Proper noun,1,1,-,
2897,pink,girl,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2898,pink,green,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2899,pink,hot,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2900,pink,lace,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2901,pink,lady,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2902,pink,lemonade,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2903,pink,panther,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2904,pink,pretty,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2905,pink,purple,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2906,pink,red,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2907,pink,rose,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2908,pink,shoes,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2909,pink,white,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2910,pipe,bar,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2911,pipe,bhang,,rs,rs,kt,SD,1,1,1,kt,?1,1,SD,1,1,,,,,0,1,1,
2912,pipe,cigar,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2913,pipe,cigarette,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2914,pipe,cleaner,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2915,pipe,dream,,rs,rs,kt,SD,1,1,1,kt,?1,1,SD,1,1,,,,,0,1,1,
2916,pipe,lead,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2917,pipe,line,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2918,pipe,metal,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2919,pipe,organ,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2920,pipe,smoke,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2921,pipe,tobacco,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2922,pipe,tube,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2923,pipe,water,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2924,pipe,wrench,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2925,pit,arm,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2926,pit,black,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2927,pit,bottomless,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2928,pit,bull,,rs,rs,kt,SD,1,?1,1,kt,1,1,SD,1,1,,,,,0,1,1,
2929,pit,cherry,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
2930,pit,deep,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2931,pit,dog,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2932,pit,empty,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2933,pit,fall,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2934,pit,hell,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2935,pit,hole,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2936,pit,money,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2937,pit,olive,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
2938,pit,peach,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
2939,pit,pendulum,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2940,pit,plum,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
2941,pit,seed,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
2942,pit,snake,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2943,pit,tar,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2944,pit,trap,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2945,pitch,ball,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2946,pitch,baseball,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2947,pitch,catch,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2948,pitch,fork,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2949,pitch,hit,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2950,pitch,note,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2951,pitch,softball,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2952,pitch,throw,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2953,pitch,tone,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2954,pitch,toss,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2955,pitcher,ball,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
2956,pitcher,baseball,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
2957,pitcher,beer,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2958,pitcher,catcher,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
2959,pitcher,container,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2960,pitcher,drink,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2961,pitcher,lemonade,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2962,pitcher,liquid,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2963,pitcher,player,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
2964,pitcher,strike,,rs,rs,kt,SD,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
2965,pitcher,tea,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2966,pitcher,water,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2967,plane,air,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2968,plane,car,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2969,plane,crash,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2970,plane,fast,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2971,plane,fly,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2972,plane,geometry,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2973,plane,jet,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2974,plane,ride,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2975,plane,sky,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2976,plane,train,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2977,plane,travel,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2978,plane,wings,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
2979,plot,book,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
2980,plot,crime,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
2981,plot,graph,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
2982,plot,land,,rs,rs,kt,SD,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
2983,plot,movie,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
2984,plot,murder,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
2985,plot,novel,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
2986,plot,plan,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
2987,plot,play,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
2988,plot,points,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
2989,plot,scheme,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
2990,plot,story,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
2991,plot,summary,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
2992,plot,television,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
2993,plot,theme,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
2994,poker,blackjack,,rs,rs,kt,SD,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
2995,poker,card,,rs,rs,kt,SD,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
2996,poker,chip,,rs,rs,kt,SD,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
2997,poker,face,,rs,rs,kt,SD,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
2998,poker,five,,rs,rs,kt,SD,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
2999,poker,gamble,,rs,rs,kt,SD,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
3000,poker,game,,rs,rs,kt,SD,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
3001,poker,hand,,rs,rs,kt,SD,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
3002,poker,player,,rs,rs,kt,SD,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
3003,poker,stick,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3004,policy,contract,,rs,rs,kt,SD,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
3005,policy,foreign,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3006,policy,government,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3007,policy,insurance,,rs,rs,kt,SD,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
3008,policy,law,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3009,policy,number,,rs,rs,kt,SD,1,2,2,kt,1,1,aml,1,1,,,,,0,0,1,
3010,policy,police,,rs,rs,kt,SD,,-,-,kt,-,-,aml,-,-,"Rhyme, remove",,,Rhyme,1,1,-,
3011,policy,president,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3012,policy,regulations,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3013,policy,rule,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3014,policy,school,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3015,policy,strict,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3016,policy,sucks,,rs,rs,kt,SD,1,?1,1,kt,1,1,aml,1,1,,,,,0,1,1,
3017,policy,truth,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3018,pool,blue,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3019,pool,chlorine,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3020,pool,cold,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3021,pool,cool,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3022,pool,hall,,rs,rs,kt,SD,1,2,2,kt,?2,2,aml,1,1,,,,,0,0,2,
3023,pool,heat,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3024,pool,man,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3025,pool,party,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3026,pool,shark,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3027,pool,side,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3028,pool,swim,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3029,pool,table,,rs,rs,kt,SD,1,2,2,kt,2,2,aml,1,1,,,,,0,0,2,
3030,pool,water,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3031,pop,burst,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3032,pop,coke,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3033,pop,cola,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3034,pop,crackle,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3035,pop,dad,,rs,rs,kt,SD,1,3,3,kt,3,3,aml,3,3,,,,,1,1,3,
3036,pop,drink,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3037,pop,explode,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3038,pop,grandpa,,rs,rs,kt,SD,1,3,3,kt,3,3,aml,3,3,,,,,1,1,3,
3039,pop,mom,,rs,rs,kt,SD,1,3,3,kt,3,3,aml,3,3,,,,,1,1,3,
3040,pop,music,,rs,rs,kt,SD,1,2,2,kt,1,1,aml,2,2,,,,,0,0,2,
3041,pop,noise,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3042,pop,pepsi,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3043,pop,popcorn,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3044,pop,soda,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3045,pop,sound,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3046,port,air,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,3,3,,,,,0,0,1,
3047,port,authority,,rs,rs,kt,SD,1,?1,1,kt,1,1,aml,1,1,,,,,0,1,1,
3048,port,bay,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3049,port,boat,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3050,port,boston,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3051,port,call,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3052,port,canavaral,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3053,port,cruise,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3054,port,dock,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3055,port,harbor,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3056,port,hole,,rs,rs,kt,SD,1,3,3,kt,3,3,aml,3,3,,,,,1,1,3,
3057,port,jefferson,,rs,rs,kt,SD,,-,-,kt,-,-,aml,-,-,,"Proper noun, remove",,Proper noun,1,1,-,
3058,port,maine,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3059,port,ship,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3060,port,starboard,,rs,rs,kt,SD,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
3061,port,stern,,rs,rs,kt,SD,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
3062,port,submarine,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3063,port,tampa,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3064,port,water,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,3,3,,,,,0,0,1,
3065,port,wine,,rs,rs,kt,SD,1,4,4,kt,4,4,aml,4,4,,,,,1,1,4,
3066,post,announce,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3067,post,it,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3068,post,letter,,rs,rs,kt,SD,1,3,3,kt,3,3,aml,3,3,,,,,1,1,3,
3069,post,mail,,rs,rs,kt,SD,1,3,3,kt,3,3,aml,3,3,,,,,1,1,3,
3070,post,man,,rs,rs,kt,SD,1,3,3,kt,3,3,aml,3,3,,,,,1,1,3,
3071,post,office,,rs,rs,kt,SD,1,3,3,kt,3,3,aml,3,3,,,,,1,1,3,
3072,post,pin,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3073,post,pole,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3074,post,put,,rs,rs,kt,SD,1,1,1,kt,2,2,aml,1,1,,,,,0,0,1,
3075,post,rail,,rs,rs,kt,SD,1,1,1,kt,3,3,aml,3,3,,,,,0,0,3,
3076,post,stamp,,rs,rs,kt,SD,1,3,3,kt,3,3,aml,3,3,,,,,1,1,3,
3077,post,wood,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3078,post,work,,rs,rs,kt,SD,1,3,3,kt,2,2,aml,3,3,,,,,0,0,3,
3079,pot,boil,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3080,pot,bowl,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3081,pot,cook,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3082,pot,drug,,rs,rs,kt,SD,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
3083,pot,flower,,rs,rs,kt,SD,1,2,2,kt,1,1,aml,1,1,,,,,0,0,1,
3084,pot,food,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3085,pot,kettle,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3086,pot,kitchen,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3087,pot,luck,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3088,pot,marijuana,,rs,rs,kt,SD,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
3089,pot,pan,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3090,pot,plant,,rs,rs,kt,SD,1,2,2,kt,1,1,aml,1,1,,,,,0,0,1,
3091,pot,smoke,,rs,rs,kt,SD,1,2,2,kt,2,2,aml,2,2,,,,,1,1,2,
3092,pot,stove,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,2,2,,,,,0,0,1,
3093,pot,tea,,rs,rs,kt,SD,1,1,1,kt,1,1,aml,1,1,,,,,1,1,1,
3094,pound,animal,,rs,rs,kt,aml,1,3,3,kt,3,3,SD,3,3,,,,,1,1,3,
3095,pound,beat,,rs,rs,kt,aml,1,2,2,kt,1,1,SD,1,1,,,,,0,0,1,
3096,pound,cake,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3097,pound,dog,,rs,rs,kt,aml,1,3,3,kt,3,3,SD,3,3,,,,,1,1,3,
3098,pound,dollar,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3099,pound,fat,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3100,pound,hammer,,rs,rs,kt,SD,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3101,pound,hit,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3102,pound,inch,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3103,pound,money,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3104,pound,ounce,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3105,pound,punch,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3106,pound,puppy,,rs,rs,kt,aml,1,3,3,kt,3,3,SD,3,3,,,,,1,1,3,
3107,pound,weight,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3108,prayer,bible,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3109,prayer,book,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3110,prayer,church,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3111,prayer,faith,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3112,prayer,god,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3113,prayer,hands,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3114,prayer,hope,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3115,prayer,preacher,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3116,prayer,religion,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3117,prayer,worship,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3118,present,absent,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3119,present,birthday,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3120,present,box,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3121,present,christmas,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3122,present,future,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3123,present,gift,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3124,present,gone,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3125,present,here,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3126,present,now,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3127,present,past,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3128,present,show,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,1,1,,,,,0,0,2,
3129,present,speak,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,1,1,,,,,0,0,2,
3130,press,box,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3131,press,button,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3132,press,clothes,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3133,press,conference,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3134,press,flat,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3135,press,hard,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3136,press,iron,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3137,press,media,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3138,press,news,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3139,press,newspaper,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3140,press,printing,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3141,press,pull,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3142,press,push,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3143,press,release,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3144,press,reporter,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3145,press,room,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3146,press,television,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
3147,pro,amateur,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3148,pro,athlete,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3149,pro,baseball,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3150,pro,basketball,,rs,rs,kt,aml,1,2,2,kt,2,2,SD,2,2,,,,,1,1,2,
3151,pro,con,,rs,rs,kt,aml,1,1,1,kt,1,1,SD,1,1,,,,,1,1,1,
