word,NumMeanings,NumSenses,SingleWordOrPhrase,transitive_verb,intransitive_verb,adjective,noun,verb,plural_noun,adverb,suffix,interjection,prefix,preposition,abbreviation,NONE_EMPTYLINEINOTHERFILE,conjunction,pronoun,indefinite_article,auxiliary_verb,plural_pronoun,imperative_verb,definite_article
beefsteak,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
curb,1,4,singleword.,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
everyone,1,1,singleword.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
dynamo-__dynam-_,1,1,phrase.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
churlish,1,3,singleword.,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
homo-,1,1,singleword.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
enigma,1,2,singleword.,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cockateel__cockatiel_,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phenomenology,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hawk,3,9,singleword.,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
condemnation,1,4,singleword.,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
besprinkle,1,1,singleword.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
supraorbital,1,1,singleword.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
confederacy,1,3,singleword.,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whoop-de-do,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rill,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tempera,1,2,singleword.,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
microchip,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
insulin,1,2,singleword.,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
see,2,14,singleword.,8,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ketchup__catchup_or_catsup_,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hosanna,1,4,singleword.,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
daring,1,3,singleword.,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
principal,1,4,singleword.,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
false_teeth,1,1,phrase.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
angel_food_cake,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sure,1,6,singleword.,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
whitlow,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
assumed,1,2,singleword.,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sevenfold,1,3,singleword.,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
handstand,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
percentage,1,3,singleword.,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
obey,1,4,singleword.,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#NAME?,1,1,singleword.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SPCA,1,1,singleword.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
comp_,1,3,singleword.,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
shut,1,5,singleword.,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arctic_Circle,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wrap-up,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
feathery,1,2,singleword.,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
involuntary,1,2,singleword.,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
emote,1,1,singleword.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
towline,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cd,1,1,singleword.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Sacramento,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
long_wave,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reef,2,4,singleword.,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comportment,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nasalize,1,2,singleword.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stub,1,6,singleword.,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spike,2,11,singleword.,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sclero-__scler-_,1,1,phrase.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
washboard,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bull_nose,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X,2,2,singleword.,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
make_a_spectacle_of_oneself,1,1,phrase.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
payload,1,3,singleword.,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
loam,1,2,singleword.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flame-out,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thicken,1,4,singleword.,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
angle,2,11,singleword.,2,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
broomstick,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
openwork,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
touchhole,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ecliptic,1,3,singleword.,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beg_the_question,1,1,phrase.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yak_or_yack,1,2,phrase.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
seducer,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Connecticut,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rookery,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
British_Isles,1,1,phrase.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keno,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
humongous,1,1,singleword.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grubstake,1,2,singleword.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
speculative,1,3,singleword.,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
discussion,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
starlit,1,1,singleword.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pannier,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
oligarch,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trompe_l_oeil,1,2,phrase.,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
who_ll,1,1,singleword.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ingraft,1,1,singleword.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
walk_a_tightrope,1,1,phrase.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
insufficiency,1,2,singleword.,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ovid,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
courageous,1,1,singleword.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sow_one_s_wild_oats,1,1,phrase.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
newspeak,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bethink,1,2,singleword.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
en_masse,1,1,phrase.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
sorceress,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S_and_L,1,1,phrase.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
effusion,1,2,singleword.,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
eat,1,7,singleword.,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pronominal,1,1,singleword.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
electro,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#NAME?,1,1,singleword.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dare,1,4,singleword.,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
inbound,1,1,singleword.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tea_wagon,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
designee,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bell_buoy,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hoatzin,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nonunion,1,3,singleword.,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#NAME?,1,2,singleword.,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
shan_t,1,1,singleword.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
probably,1,1,singleword.,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
antiperistalsis,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spider,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
symptomatology,1,2,singleword.,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nouakchott,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Automat,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
housework,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
knout,1,2,singleword.,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
felicitate,1,1,singleword.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
transfix,1,2,singleword.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baby_boom,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
leading_question,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dehisce,1,1,singleword.,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glance,1,6,singleword.,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
chose,1,1,singleword.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
letup,1,2,singleword.,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ringdove,1,2,singleword.,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keelhaul,1,2,singleword.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tangent,1,3,singleword.,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
corny,1,2,singleword.,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
botfly__bot_fly_,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dictionary,1,3,singleword.,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
shako__shacko_,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brow,1,3,singleword.,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard_wheat,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
game_plan,1,2,phrase.,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
solenoid,1,2,singleword.,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crapshoot,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baste,3,4,singleword.,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clothes,1,1,singleword.,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tallow,1,3,singleword.,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
brain_drain,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wing_nut,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toe-in,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dem_,1,1,singleword.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
fl__oz_,1,1,phrase.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sticking_point,1,2,phrase.,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conceptual,1,1,singleword.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prospectus,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
permanent_wave,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cabdriver,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bathe,1,6,singleword.,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
questioning,1,3,singleword.,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sugarplum,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ancient,1,4,singleword.,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wales,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zip_Code__zip_code_or_ZIP_code_,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
criminal_conversation,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carbon_monoxide,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
diameter,1,3,singleword.,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mishandle,1,2,singleword.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ROM,1,1,singleword.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
intermezzo,1,3,singleword.,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subroutine,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
freehand,1,2,singleword.,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Equal_Rights_Amendment,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denudate,1,1,singleword.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maim,1,2,singleword.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
telegram,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
event,1,4,singleword.,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aleutian,1,2,singleword.,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
slat,1,4,singleword.,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
luxuriant,1,3,singleword.,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tropology,1,3,singleword.,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
conspire,1,3,singleword.,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mutilate,1,2,singleword.,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fisherman,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burst,1,8,singleword.,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
peewee,1,2,singleword.,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
weather-strip,1,1,singleword.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sob,1,5,singleword.,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
occupy,1,4,singleword.,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unhuman,1,1,singleword.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rhythmic,1,1,singleword.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#NAME?,1,1,singleword.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
antipyretic,1,2,singleword.,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ontario,1,2,singleword.,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Latinate,1,1,singleword.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sag,1,8,singleword.,1,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
phrasal,1,1,singleword.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bromeliad,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bioelectricity,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
understood,1,3,singleword.,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
comfy,1,1,singleword.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bratwurst,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
godfather,1,2,singleword.,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bivouac,1,2,singleword.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sanction,1,8,singleword.,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
valvular,1,2,singleword.,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
idolatrize,1,2,singleword.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spinel__spinelle_,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pepper_tree,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raindrop,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bloodstream,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
highbrow,1,2,singleword.,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vicar_apostolic,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
promontory,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
goblet,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
up_to_snuff,1,1,phrase.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
High_Church__High-Church_,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hiatal_hernia,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WWI,1,1,singleword.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
biographical,1,2,singleword.,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exhortation,1,2,singleword.,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
proto-,1,1,singleword.,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
whitefly,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alleviate,1,1,singleword.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
unsophisticated,1,2,singleword.,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ricer,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#NAME?,1,1,singleword.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
unfinished,1,3,singleword.,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
opera_seria,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jitter,1,2,singleword.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bateau,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
originality,1,3,singleword.,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
photographic,1,3,singleword.,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
airship,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
subgroup,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
furl,1,4,singleword.,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lord_s_Supper,1,2,phrase.,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
#NAME?,1,1,singleword.,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
textile,1,4,singleword.,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
paillard,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
breakfront,1,2,singleword.,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
princely,1,2,singleword.,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
synchroscope,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ku_Kluxer,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tablet,1,3,singleword.,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
desegregate,1,2,singleword.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
autosuggestion,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carthage,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OK__Okla__,1,1,phrase.,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
editor,1,3,singleword.,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toughen,1,2,singleword.,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
juxtaposition,1,2,singleword.,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doughnut__donut_,1,2,phrase.,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
take_a_stab_at,1,1,phrase.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hard_labor,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lode,1,3,singleword.,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
smoke_bomb,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
horror,1,5,singleword.,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sweep_hand,1,1,phrase.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
palpable,1,2,singleword.,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
freestone,1,3,singleword.,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
burnt,1,2,singleword.,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blue,1,8,singleword.,1,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
concentric,1,1,singleword.,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
whack,1,5,singleword.,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
teacup,1,1,singleword.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
